,publisedAt,username,commentDisplay
2236,2025-11-12T23:59:37Z,@alfadnl,​@srinuryani8125mungkin 17 30sen
2237,2025-11-13T00:13:53Z,@MaestroSemu,​@srinuryani8125 17 rupiah 30 sen..Jdi itungannya 100 sen tuh = 1 rupiah
2238,2025-11-13T00:45:43Z,@sambalpedes4260,Cerdas nilai dan jumlah ttp sm cm nol  dan ribuan ny yg hilang
2239,2025-11-12T00:19:37Z,@hafizhdroid,"Tolak, masyarakat kita ga akan siap. Pasti inflasi besar dan bikin semua kena, masi ga perlu"
2240,2025-11-12T00:17:59Z,@IjazahAlFatih,"Kalau di tempat saya dr dulu ketika transaksi 10ribu bilangnya 10,20,50, seratus ribu bilang nya cuma seratus.satu juta bilangnya seribu.(Sewu dlm bahasa Jawa)"
2241,2025-11-12T00:17:49Z,@agungbagus7995,100 juta jdi 100 rb kaget? Uang berkurqng?...<br>Serius luu koo?<br><br>Dulu bli rumah 100 jt after redenom bukannya jadi bli 100k doank😂
2242,2025-11-12T00:17:41Z,@ZeronimeYT,Redenominasi akan berhasil jika mayoritas masyarakatnya paham. Klo pun ada ortu yg gak paham hrsnya anak mereka paham.
2243,2025-11-12T00:17:33Z,@Orangee-Bot,Orang IT di perbankan: Alamak lembur setahun kita 😂😅 😭
2244,2025-11-12T00:15:12Z,@SULZERS_1562,"secara langsung non formal masyarakat sudah terbiasa , contohnya : &quot;pinjam dulu 100.000&quot; , kebanyakan kita bilangnya pinjam dulu 100 😂"
2245,2025-11-12T00:54:53Z,@tunasmudatani9855,👍👍
2246,2025-11-12T00:13:48Z,@amirudinsaleh2626,"Saya percaya sama pemerintah, kami siap membantu bersosialisasi terhadap keluarga , tetangga dan masyarakat untuk perubahan ini. ❤"
2247,2025-11-12T00:11:41Z,@anglerjtc5383,"Bicara sosialisasi bang, lo berharap apa sih sama negara ini?<br><br>Mana peraturan pemerintah yang sosialisasinya berhasil? Nggak ada."
2248,2025-11-12T00:11:15Z,@liabaidhowi6289,Lebih enak dengerin penjelasanya di sini. Barusan nonton di akun benix . Kata2 kasar aja yang keluar . Langsung skip.
2249,2025-11-12T00:10:14Z,@Radio_Dangdut_24_Jam,"Pikirkan lagi dampak negatifnya, harga barang pasti bakal naik, seolah olah meremehkan nilai angka2 kecil, dolar malah melonjak , kenapa kok tidak memperkuat nilai rupiah saja?"
2250,2025-11-12T00:09:56Z,@iqbalfadillah124,Seperti menyenangkan diri sendiri ya
2251,2025-11-12T00:09:51Z,@ayepsumaryat3463,Biar...ah..uangku..tiap hari cuma bisa beli  bala- bala 5+kopi segelas+ jarum coklat sebatang
2252,2025-11-12T00:08:34Z,@bennysurahwan6486,"Beli permen bingung 0,10 rupiah"
2253,2025-11-12T01:32:22Z,@jokogundul1720,jadi uang sen lah. kayak malaysia.<br>100 jadi 10 sen<br>200 jadi 20 sen<br>gopek jadi 50 sen / setengah rupia 😃
2254,2025-11-12T00:07:57Z,@supangatpangat5495,Ayo dukung redenominasi biar Indonesia bangkit segi ekonominya dan sejahtera untuk rakyatnya. Good luck untuk Menkeu Purbaya sudah saatnya Indonesia maju.
2255,2025-11-12T00:06:37Z,@adityafebrian7853,"Kalau uang koin pakai ,sen atau perak?"
2256,2025-11-12T00:06:17Z,@15RPQ,SETUJU REDENOMINASI.
2257,2025-11-12T00:05:58Z,@chaliequers,"Presiden nya aja nih msh bikin blunder, meskipun sering dibantah tp yg ditampilkan nyata melindungi presiden sebelumnya"
2258,2025-11-12T00:05:37Z,@Jacknown,"Menurut gua ini kebijakan gak efisien dan efektif, banyak sekali resiko dan kekurangan yang didapat kalau ini kejadian, mulai dari inflasi besar besaran lah sampai uang dicuri koruptor bisa nampak kecil atau kurang signifikan, kalau mau Indonesia dipercaya asing/dunia mending benahin dulu tuh ormas, stabilitas politik dibenerin, dibenerin tuh penegakan hukumnya+ disahkan UU perampasan aset koruptor, ini mah malah pengen perbaiki citranya aja, mau dibagusin apapun citranya, kalo dalemnya jelek ya jelek aja, bau bangke tuh akan selalu tercium walaupun ditutupin segi manapun juga, selama gak dibersihkan sumber bau nya selamanya akan tercium bau busuk bangke"
2259,2025-11-12T00:05:18Z,@justjoke9821,Dulu koruptor korupsi 1 triliun nanti nilai korupsi yang 1 triliun jadi 1 milyar walaupun nilainya sama tapi tukang korup akan merasa kurang maka dia akan lebih parah korupsinya
2260,2025-11-12T00:03:46Z,@chaliequers,"Didaerah2 yg jumlah uang beredar besar sepertu daerah tambang, secara kultur redominasi sdh lama dilakukan, mereka menyebut 5jt dgn 5ribu, 10 jt dengan 10ribu."
2261,2025-11-12T00:02:34Z,@caradokter,@raymonchins mantab
2262,2025-11-12T00:01:48Z,@Fahri_wdz1129,"Buat kita ini aman aja,cuman orang tua yang tertinggal berita bisa bingung"
2263,2025-11-12T00:01:05Z,@muhiqbalhabibi,Tantangannya di inflasi<br>Gap sdm yg lebar antara di kota besar dan daerah perifer jadi penentu
2264,2025-11-11T23:59:22Z,@yaqinbro5482,Optimis sih kepercayaan dalam dan luar negeri lagi baik2nya
2265,2025-11-11T23:58:48Z,@FMremap,Editor lu jago bg
2266,2025-11-11T23:57:49Z,@herearallyn,"Mau tanya aja... Uang koin bakal jadi koma dong ya berarti. Kek e klo iya, bakal ngimbas gedhe di kebingungan masyarakat terutama yang awam soal nilai desimal (just opinion)"
2267,2025-11-12T00:49:22Z,@OrderKuota-n3n,Iya di situ tantangannya
2268,2025-11-12T01:46:46Z,@herearallyn,"​@OrderKuota-n3nnah, kan... Ini aja masih bingung orang2 desa. Bedain uang 20k an sama 2k wkwkwkwk... Sesuai aja sma yg Koh Raymond sampaikan. Ada kelebihan kekurangan🎉"
2269,2025-11-11T23:56:18Z,@harlennadeak8783,Bennixxx top😊
2270,2025-11-11T23:53:51Z,@DeathBatsA7X,"indonesia udah keluar dr hiperinflasi, jadi bisa menstimulus investor asing buat invest ke indo<br>apalagi warna dan model tiap pecahan uang masih sama cuma angka 0 nya aja yang berkurang, relatif masih aman bagi orang awam"
2271,2025-11-12T00:50:19Z,@OrderKuota-n3n,Iya gak kayak 1965 waktu Sanering ( Pengguntingan Uang)
2272,2025-11-11T23:53:30Z,@saglesegel,"kalo menurut saya sih, saya sebagai orang awam ga pinter pinter amat dan ga bodo bodo amat, ini sudah saat nya, karna di jaman era digital sekarang minimal 1 rumah sudah ada android. dan kasian sekali rupiah.  kita doakan sukses aja."
2273,2025-11-11T23:53:15Z,@EvinHernawati,Semua masyarakat se7. Kcuali pengkhianat bangsa. PR koruptor itu. Klo ada yg nolak hrs diselidiki.
2274,2025-11-11T23:53:11Z,@FortunateKidz,"Redenominasi itu bagus sekali tapi sy sangat pesimis. Ini gak mungkin terjadi, kenapa ??? Pertama, komunikasi pemerintah kpd rakyatnya sangat buruk sekali. Kedua, orang guoblokk di indo masih banyak dan gak mungkin bisa terima perubahan ini. Ketiga, koruptor di indon luar biasa banyak yg menyimpan uang kas bertriliunan. Jadi, redenominasi itu cuma sperti dongeng sun go kong bagi sy….😂😂😂"
2275,2025-11-12T00:51:09Z,@OrderKuota-n3n,Wkwkw Go West mas
2276,2025-11-11T23:52:24Z,@WaDampaChannel,Yg pernah hidup di lur negri mah kayaknya gak bakal bingung deh yang penting edukasi dulu masyarakatnya biar harga-harga gak di naikin juga terus cetak sen nya juga buat kembalian kalo cash jd gak bingung
2277,2025-11-11T23:50:45Z,@tjungyanto6074,yg bakalan kebingungan itu yg bisnis nya tempo atau ngutang  pas redominasi duit saldo di bank ilang 3 angka tp suplier/agen yg nagih nota jth tempo masih nagih sesuai di nota yg sebelum di redominasi apa gk panik tu yg di tagih 😂😂 sosialisasi nya kudu masif dlu biar org tau sebelum di lakukan redominasi biar emak2 yg biasa nya cm nonton acara gosip sm infotaiment jg gk kaget  pas belanja ke pasar 😂😂
2278,2025-11-11T23:47:09Z,@korneliuschrisma,Nh orang salah satu media george sorros kah?
2279,2025-11-11T23:45:50Z,@PejuangNKRI-b3v,KLo pedagang curang bisa terjadi kalau rakyat biasa tidak mengetahui redominasi
2280,2025-11-11T23:45:03Z,@galihkuncoro2644,Maaf bang rey...ini mah PEMBODOHAN MASAL...kalau nilai tukar rupiah terhadap dolar masih lemah y sama saja bohong kecuali 5000rupiah/usd lalu enol nya d kurangi  itu baru ekonomi Indonesia kuat bukan 16000/USd lalu enol ya d  buang😂😂😂
2281,2025-11-11T23:43:45Z,@BravoMeliala,Judul klik bait kah
2282,2025-11-11T23:36:37Z,@Nareeeeee10,Percuma kalo  hal seperti ini malah dipake pejabat blangsak 😂
2283,2025-11-11T23:35:50Z,@aryary1628,"Jadi sama dong ya kya di Taiwan pling kecil koin 1 NTD pling gde uang nol nya 3  , contoh 1.000 NTD itu yg aku tau sebab klo bos ngasih bayarn pke 1.000 NTD tok 😅 30 lembar gitu , ada 2.000 NTD tpi aku blm punya 😊"
2284,2025-11-11T23:34:52Z,@kurangsimbit4459,"Setuju sekali, ijin share😅"
2285,2025-11-11T23:34:17Z,@mmnaning,"Setuju redenominasi.. Kami sebernarnya sdh terbiasa menyebut 1jt dg seribu, 100rb dg seratus tinggal prakteknya sj.. Toh gk mengurangi nilai... Beli roti yg tdnya 10rb jd 10 ..."
2286,2025-11-11T23:34:16Z,@dzikirmochammad,emang ini real?
2287,2025-11-11T23:33:49Z,@AriDiktha,Saat ini mgkin saat yg tepat krna mski ekonomi biasa aja tapi inflasi terkendali pada 3%..sdg th 1965 inflasi 600-650%..tapi  kalo bisa harus bertahap..uabg yg beredar di tarik setengahnya di ganti mata uang baru yg redemonisasi mgkin 6bulan - 1th.biar gkada gejolak/general panic
2288,2025-11-12T00:53:17Z,@OrderKuota-n3n,Nah 1965 Sanering bukan sih?
2289,2025-11-11T23:31:22Z,@andraprayoga8561,"mas ray ayo optimis dan,bantu negara kita"
2290,2025-11-11T23:30:22Z,@roesdr20,Katanya usulan BI bukan purbaya
2291,2025-11-11T23:30:04Z,@Molina-z2u,Bisa dengan mengawali uang 1k. Jangan 1. Nanti terbiasa baru 1
2292,2025-11-11T23:28:32Z,@mymghfrh,🤍
2293,2025-11-11T23:28:09Z,@selow-n4m,"Tahun 65 itu  sanering, bukan redenominasi."
2294,2025-11-12T00:53:44Z,@OrderKuota-n3n,Nah ini ada yang faham
2295,2025-11-11T23:25:22Z,@benny_stanza,"Negara perlu di reset ulang, di awali dengan redenominasi rupiah."
2296,2025-11-11T23:25:18Z,@Dolunay_30,"Sya mendukung dengan proyek pak Purbaya yang ini, semoga aja kali ini bisa sukses"
2297,2025-11-11T23:22:22Z,@febriozo,"Poin terakhir yang bener-bener harus diwanti-wanti, presiden jangan blunder."
2298,2025-11-11T23:21:33Z,@Tugimangantenk,"INI BUKAN MAASALAH SOSIALISASI ATAU TIDAK. <br>TAHUN 1965 ITU GAGAL KARENA PEMOTONGAN NILAI UANG (SANERING) YANG MENGURANGI DAYA BELI MASYARAKAT, SEDANGKAN REDENOMINASI YANG DIRENCANAKAN SAAT INI HANYA MENYEDERHANAKAN DIGIT TANPA MENGUBAH NILAI RIIL UANG."
2299,2025-11-11T23:20:58Z,@danielananta2742,"Kalau kepercayaan investor dan masyarakat dengan Rupiah sudah baik, baru boleh omongin redenominasi"
2300,2025-11-11T23:20:44Z,@PastiPrashT,aku dukung...<br>kenapa?<br>karena bisa menghemat pembelian kertas awkwkwkwkw.<br>tiap kali bikin laporan keuangan butuh kertas A3 karena kertas A4 atau F4 kurang lebar walau landscape buat dimasukin angka dengan nol panjang.<br>(walau akhirnya kadang sengaja ngurangin nol nya tiga dan dikasih keterangan &quot;nominal dalam ribuan&quot; sih)
2301,2025-11-11T23:19:47Z,@MARDIANTO793,Bro Raymon nampaknya anda pesimis ....
2302,2025-11-11T23:19:20Z,@langitinspirasi1,1965 itu sanering. Pasti gagal. Soal nya nilai mata uangnya berubah.  Hrusnya tidak berubah. Ketika 100ribu bisa membeli baju. 100. Jg hrusnya bisa
2303,2025-11-12T00:54:19Z,@OrderKuota-n3n,Nah ini ada yang paham
2304,2025-11-11T23:19:07Z,@CloneLogan-jy6qf,Di DPR masih ada BAHLIL saya masih belum bisa percaya
2305,2025-11-11T23:17:26Z,@irfanmauludin398,"gmana mau percaya rezim prabowo, nangkap sylvester matuhina aja gak bisa 🤣🤣🤣🤣"
2306,2025-11-11T23:17:25Z,@Tugimangantenk,"Redenominasi 1965 adalah pemotongan nilai uang (sanering) yang mengurangi daya beli masyarakat, sedangkan redenominasi yang direncanakan saat ini hanya menyederhanakan digit tanpa mengubah nilai riil uang.<br><br>Berikut penjelasan lengkap perbedaan antara redenominasi tahun 1965 dan rencana redenominasi terbaru:<br><br>---<br><br>🕰️ Redenominasi 1965 (Sanering Sukarno)<br>- Tujuan utama: Mengatasi hiperinflasi dan krisis ekonomi pasca konfrontasi politik dan perang.<br>- Kebijakan: Pemerintah memotong nilai nominal uang secara drastis.<br>  - Contoh: Uang Rp1.000 menjadi Rp1, tetapi daya beli juga ikut turun.<br>- Dampak: <br>  - Daya beli masyarakat anjlok.<br>  - Menimbulkan kepanikan dan ketidakpercayaan terhadap sistem moneter.<br>- Landasan hukum: Penetapan Presiden No. 27 Tahun 1965.<br>- Efek psikologis: Masyarakat merasa kehilangan nilai kekayaan secara tiba-tiba.<br><br>---<br><br>📊 Redenominasi yang Direncanakan (2025–2027)<br>- Tujuan utama: Efisiensi sistem moneter dan akuntansi, bukan krisis.<br>- Kebijakan: Penyederhanaan digit rupiah tanpa mengubah nilai riil.<br>  - Contoh: Harga Rp1.000 menjadi Rp1, tetapi daya beli tetap sama.<br>- Dampak yang diharapkan: <br>  - Tidak ada perubahan daya beli.<br>  - Mempermudah transaksi, pembukuan, dan sistem pembayaran.<br>- Landasan hukum: RUU Perubahan Harga Rupiah, ditargetkan rampung 2027.<br>- Pendekatan: Bertahap, dengan edukasi publik dan kesiapan sistem ekonomi."
2307,2025-11-12T00:55:41Z,@OrderKuota-n3n,Nah ini ada yang paham...<br><br>Gak perlu panik-panikan lah kita...
2308,2025-11-11T23:15:28Z,@mamangandon4850,"Menurut saya, ganti aja nama mata uangnya jangan rupiah lagi. Buat nama baru, uang Nusantara atau uang apa kek biar masyarakat gak terlalu kaget"
2309,2025-11-11T23:13:51Z,@allflying3,Sekarang orang pegang duit kebanyakan digital. Lebih simpel sih harusnya. Di keterangan saldo m banking atau e-wallet. Dicantumin aja 2 jenis nominal: Rupiah lama (cetak gede dan tebal) Dan rupiah baru (cetak tipis Dan di dalam kurung). Dibiasakan dulu sampai 5 tahun ke depan. Baru uang kartal menyusul.
2310,2025-11-11T23:13:25Z,@Tretanmadurahaircut,Mau tanya uang koin 500 perak kebawah akan jadi berapa?
2311,2025-11-11T23:12:41Z,@Yukimada-i7x2s,"Karna era sekarang sangat mudah karna era digital informasi sangat cepat di serap masyarakat, 😅😅😅"
2312,2025-11-11T23:11:07Z,@groo3348,Sekarang pemerintah harus gencar sosialisasi yang benar kalau mau redenominasi sukses
2313,2025-11-11T23:07:36Z,@koreswijaya3390,Yotuber lagi nakut2in rakyat.....<br>Bikin konten yang bermanaat dong.....<br>Jangn samakan 1965 dengan 2025.....<br>Apa yang dilakukan dan yang akan sedang direncanakan menteri purbaya jauh lebih baik dibanding menteri sebelumnya.....<br>Mendingan kita dukung menteri purbaya....
2314,2025-11-11T23:04:42Z,@ruthsihombing684,Ka tolong sering update berita yang kini ya kak 😇😇😇
2315,2025-11-11T23:04:37Z,@JaTulJatul-k2i,"Kayaknya pemerintah mau cetak nominal yg lbh bsar, tpi biar gk kelihatan besar2 amat, klo pandanga Q pribadi seperti itu sh"
2316,2025-11-11T23:03:15Z,@Anti-RagebaitMaster,ga pernah bosan-bosan saya menonton setiap kontenmu. saya selalu mendapatkan insight mengenai keuangan dan ekonomi yg bisa selalu bisa jadi bahasan di tongkrongan
2317,2025-11-11T23:03:07Z,@achmadfatoni5909,"Purbaya bukan kelasnya Ternak Uang bro, beda level orang ini"
2318,2025-11-11T23:02:53Z,@raigekir4274,"Sebagai seorang IT di sebuah perusahaan retail, aku mulai pusing nanti transisi perubahan datanya gimana 🥲"
2319,2025-11-11T23:00:18Z,@rmo2591,bang remon salah pencet nol 100.000 jadi 10.000.000... kalau aku mah walau sambil merem pun pencet nol.nya tetep gak bakal salah..  semua tergantung total saldo... hahaha
2320,2025-11-11T22:59:58Z,@masyanpalu6430,Gara2 MBG ekonomi morat-marit malah mau bikin kebijakan membagongkan lainnya 😂😂<br>Hancur negara 😅
2321,2025-11-11T22:58:22Z,@mancingkamu1648,pemilik uang2 haram yang disimpen cash akan chaos 🤣
2322,2025-11-11T22:56:52Z,@ARtole,Bukan gagal trs mau di ulang lagi... Kasih info yg bener... Klo dulu bukan tedenomonasi..tapi dulu harga mata uangnya yg dipotong untuk menekan inflasi..jadi Utuk yg sekarang beda ...!!!
2323,2025-11-11T22:56:48Z,@cemantel7342,Sekarang aja harga bakso sudah di tulis 25 K seblak 15 K ayam geprek 10 K.  Jadi pada dasarnya masyarakat sudah memulai lebih dulu.
2324,2025-11-11T22:56:40Z,@ahmadkumar7696,"Bisa gagal krn Beben psycologis,harga cepat menjadi bisa berlipat lipat disebabkan sudah terbiasa dg sebutan ribuan dn jutaan sehingga masyarakat menjadi bingung contoh tahun 1965 seribu menjadi satu rupiah,harga barang diawal awalnya bisa menyesuaikan krn pd waktu itu masyarakat bisa berbelanja dg dua nilai mata uang yg berbeda sehingga menjadi bingung nah setelah uang lama ditarik oleh BI harga sedikit sedikit yg tadinya nilai kecil menjadi sebutannya besar,inflasi tidak terbendung.ekonomi hancur jadinya transaksi yg tadinya pakai nilai tinggi menjadi turun hilang 3 nol.sekarsng yg harus dijaga adalah pedagang tradisional yg menjual kebutuhan sehari hari perlu pengawasan ketat dn hrs ada satgas khusus utk ditugaskan disetuap pasar tradisional siapkan pos pengaduan jika ada masalah salam paham dimasyarakat utk bisa menjelaskan keadaan yg sebenarnya."
2325,2025-11-11T22:54:36Z,@MardiAnto-t2i,Klo UMKM dan para pebisnis nggk mau nerima bgmn tuh. Masa produk jualannya dibayar dg uang lebih dikit😂😂😂
2326,2025-11-11T22:51:51Z,@withfitrah,"Ada seoranf Prof. bilang, redominisasi itu hanya menutup kenyataan kalau terjadi inflasi."
2327,2025-11-11T22:50:06Z,@ginololomanto7243,"Redomonasi sebenarnya sama aja, wong yang hilang nol nya aja. Enak an tambah in nol aja mata uang rupiah. Biar kelihatan kaya rakyat indonesia. Bisa punya uang triliun an."
2328,2025-11-11T22:48:25Z,@akungsuwarso8891,Setuju aja dengan ada qris memudahkan pengguna digital  payment di masyarakat sprt nya sih masyarakat di giring kesana Tampa uang cash tapi kasih yg di pedalaman Tampa qris😭
2329,2025-11-11T22:48:05Z,@namrehknee4318,Beda ga sih redenominasi dgn sanering? Setahu gue thn 65 itu sanering.
2330,2025-11-11T22:48:04Z,@faisalalghifari705,Koruptor 11rb triliun gimana nulisnya berapa enol nya yah😃😃
2331,2025-11-11T22:46:07Z,@keitoo_onya2,"intinya semua orang indonesia harus tau redenominasi, biar berjalan lancar."
2332,2025-11-11T22:45:43Z,@Ahmad_L28h,"Itu akan mengubah semua catatan keuangan di semua sektor hanya dalam waktu sekitar 2 tahun lagi, tapi nilai terhadap mata uang asing bagaimana itu belum di jelaskan."
2333,2025-11-11T22:43:33Z,@rohayatifoppauddki8098,"Ka Remon bahas Kasus Gagal Bayar DSI yaak biar viral, tolong kami para Lender tidak bisa ambil uang"
2334,2025-11-11T22:43:09Z,@jujujuaningrum8213,"Walaupun ada was was, tapi ada kepercayaan jg mengingat Purbaya pernah bilang klo negara kita sekarang sudah banyak belajar bagaimana meningkatkan dan menstabilkan ekonomi. Didukung dengan penguatan ekonomi di berbagai bidang, redenominasi kali ini di NkRI insya Allaah berhasil 🎉🎉🎉"
2335,2025-11-11T22:40:30Z,@EraEra-qz2be,"Betul saya juga setuju dan saya juga optimis projek inilah akan ber hasil,amin,"
2336,2025-11-11T22:40:09Z,@ascharta4816,uang baru perbedaannya harus mencolok dengan uang lama biar masyarakat mudah membedakan
2337,2025-11-11T22:35:51Z,@andiekosa,FUN FACT : Kami para penjual kambing di pasar sudah dari dulu melakukannya... Kambing harga 2 juta dibilangnya 2ribu.. 🤣
2338,2025-11-11T22:33:40Z,@NuriLumajang,Penggundulan nilai mata uang untuk menutupi inflasi
2339,2025-11-12T05:24:02Z,@leonwijaya7698,"Banyak yg tidak paham Bang, itu bocil kali ya mikirnya cuma koruptor akan muncul tukar duit yang di timbun😂"
2340,2025-11-12T06:21:53Z,@fajarfahrian2712,Inflasi cuma 2.87 persen bjir
2341,2025-11-11T22:32:01Z,@FIKIBEIH,Menurutku aman bang.... negara yg gagal itu inflasi nya lagi tinggi tinggi..eh malah cobak...ini aman sih
2342,2025-11-11T22:30:20Z,@freddytanzil3581,KALAU DILIHAT2 INI SALAH SATU CONTENT CREATOR YANG INGIN NEGARA NYA SENDIRI HANCUR....
2343,2025-11-11T22:28:27Z,@ekosulistio6582,"Bagus tapi kurang berguna,apa dg cara ini rupiah bisa menguat ?"
2344,2025-11-11T22:24:04Z,@podcastclipantirezim,sebenarnya usulan ini udah dari 2010 pas zaman gue masih SMA😂. Tapi dulu kayaknya belum berani karena belum semasif sekarang sosial media makanya belum berani direalisasikan pemerintah saat itu
2345,2025-11-11T22:21:19Z,@FaridaMarliana,Kita harus mendukung menteri<br>Keuangan pak purbaya <br>Agar secepat nya melakukan<br>REDENominasi uang supaya<br>Ekonomi indonesia lebih baik<br>Dan makmur
2346,2025-11-11T22:20:47Z,@gandiprayugo18,Semua tujuan akan baik hasilnya kalo pada awalnya tidak ada masalah ato minim masalah. Tapi di indonesia ini sudah 27 tahun berturut2 masalah kurs anjlok. Saya lebih percaya grafik &amp; statistik... Mustahil sekali redenominasi akan bisa menaik kan harga rupiah di pasar global semudah membalik telapak tangan... Yang ada justru exploitasi dalam negeri smakin menjadi. Silahkan ga&#39;percaya...lihat saja nanti.
2347,2025-11-11T22:18:48Z,@indrasaputra8452,di Balik batunya adalah seperti abang katakan &quot;orang yang nimbun cash&quot;
2348,2025-11-11T22:11:18Z,@eddievedder6559,Beda sm taun 65 bro.. klo taun 65 kan yg dipotong NILAI uangnya..
2349,2025-11-11T22:08:58Z,@cocottee5,"Semua langkah pasti beresiko, hanya saja kembali lagi kepada tujuannya. Misal tujuannya untuk kebaikan ekonomi indonesia terutama rakyatnya yah memang harus mengambil resiko itu daripada berdiam dan tidak merubah keadaan. Sebelum di sahkan tentunya harus dengan proses penelitian yang sungguh-sungguh, semuanya harus dipikirkan dan disiapkan baik sukses atau gagalnya. Semoga Indonesia menjadi negara yang lebih baik lagi, lebih perduli terhadap kemakmuran dan kesejahteraan rakyatnya. Terutama kepedulian, kesejateraan, dan kemakmuran rakyat dan masyarakat yang di daerah2 pedesaan, daerah2 pedalaman atau daerah2 pelosok. Agar makmur sejahtera secara merata rakyat dan masyarakat Indonesia, tidak lagi ada kesenjangan sosial, tidak lagi kota-kota besar yang hanya dipadati pendatang dari berbagai wilayah. Dan demi terciptanya keadilan, kedamaian, kerukunan, dan keharmonisan."
2350,2025-11-11T22:05:32Z,@Heri-b7u7n,Indonesia sukses kalau di dukung rakyat. Indonesia pesimis kalau didukung koruptor
2351,2025-11-11T21:59:08Z,@eaglewolf2098,kita dukung aja yang terbaik kita bantu yang terbaik..soalnya saldo di ewalet gw ada 257..😅
2352,2025-11-11T21:59:03Z,@kevindalvin6247,Tujuan nya biar keluar uang yg di simpan koruptor di rumahnya
2353,2025-11-11T21:56:09Z,@famaxsteel,"Sepertinya kalau seribu = 1 terlalu besar, terus uang receh ratusan gimana jadi decimal dibelakang koma ? <br>gimana kalau 100 = 1 ?"
2354,2025-11-11T21:48:57Z,@EdhySunDoro,"Skrg gampang medsos dan udah melek huruf dan angka, tinggal mau apa tdk, ini yg nolak rata org yg nimbun uang di brangkasnya, sy rasa rakayat indonesia sangat cepat paham apa palagi soal duit. Milih anggota dewa saja dgn ratu san org nyari di kolom mana saja bisa adal dikasih duit😂😂😂"
2355,2025-11-11T21:45:19Z,@rudirusman2131,Redenominasi boleh dilakukan kalau stabilitas politik dan ekonomi sudah tercapai...
2356,2025-11-11T21:41:08Z,@Xction69,"Sekarang pasti berhasil, bahkan sudah kita lakukkan tanpa kita sadarin, tinggal kita eksekusi saja...... Saya kasih gambaran, pulsa 30k, 50k......  Tinggal buat saja uang kertas Rp 1000 di tulis Rp 1k......kasih tambahan ( IDR )..... Ini adalah simbol di luar ...... Lakukan selama 1 tahun, dan uang lama selama 1 tahun wajib di tarik dari peredaran..... Lama2 orang juga paham, tidak ada kepanikan. Tahun ke dua tinggal di hilang saja uang lama..... Sudah beres.....jangan lupa di rekening bank juga di rubah jadi IDR pakai K juga selama 2-3 tahun"
2357,2025-11-11T21:37:45Z,@OktaViana-l2b,"Wajar Gagal karena nilai inflasi pada th 1965  mencapai 600%,pada th tersebut terjadi hiperinflasi dimana pemerintah mencetak uang yg sangat banyak untuk membiayai proyek pemerintah dan tidak diimbangi dg peningkatan produksi barang &amp; jasa, akhirnya terjadi krisis ekonomi di th 1965, dan pemerintah melakukan redenominasi dimana Rp1000 menjadi Rp 1, redenominasi akan bisa berjalan dengan baik jika nilai inflasi dibawah 10%, sekarang di th 2025 nilai inflasi indonesia hanya 2,86% per oktober 2025 jauh dibawah 10% artinya ini momen yg tepat untuk meredenominasi mata uang kita"
2358,2025-11-11T21:36:34Z,@erganaya3134,Kl kita rakyat bawah udah mejalankan nya g bingung di bawah kl butuh uang 1jt 200 bilang cuma bilang seribu dua ratus
2359,2025-11-11T21:30:58Z,@fawasalisabet8490,Buang buang waktu dan buang buang anggaran
2360,2025-11-11T21:27:58Z,@sariminmlbb,wihh mantapp minn. makasihh bangg raymondd sepertinyaa sudahh bacaa komenn sayaa di videoo sebelumnyaa dann meresponn dengann adanyaa videoo tentangg redenominasii inii(?) 😊
2361,2025-11-11T21:33:34Z,@sariminmlbb,btw sekarangg sejakk 2018 turkii lagii inflasii tinggii karenaa kebijakann² dengann teorii ekonomii terbalikk? bukann karenaa redenominasii kann minn
2362,2025-11-11T21:27:10Z,@satriyautama7446,"Baru sadar Kenapa dari dulu mau redominasi atau ngilangin nol tiga (Rp1000 jadi Rp1)susah dan bakal banyak perlawanan dari koruptor beserta antek²nya, <br>KARENA Ternyata dan ternyata para koruptor yg nyimpen uangnya di berankas atau di bawah tanah bermiliar miliar bahkan teriliunan selama ini bakal takut nuker uangnya karena takut ketahuan sumber dananya dari mana, hayoo hayooo.. 😅😅😅<br>Keren dan cerdas strategi Pak Purbaya ❤❤❤"
2363,2025-11-11T21:25:48Z,@amellyamorgan8929,"Setuju bgt nol nya di kurangin, 👍"
2364,2025-11-11T21:21:17Z,@Kia_Junior,"Bagusnya Rupiah Setelah Redenominasi Di Ganti Juga Namanya Jadi Nusantara Rupiah (nRp)🎉Jadi di thn 2027 dan 2028 sama2 tetap jalan Rupiah lama masih bisa di pakai, tapi Nusantara Rupiah juga sudah bisa jalan, baru di 2029 di hapuskan Rupiah lama dan seluruhnya pakai Nusantara Rupiah🎉"
2365,2025-11-12T01:00:48Z,@petaniabalabal5046,Ini masuk akal. Supaya tidak bingung
2366,2025-11-11T21:13:38Z,@rdho_frdausss,Dulu gajih guru 30rupiah kata alm mamaku yg baru senin 10 nov wafat
2367,2025-11-11T21:12:38Z,@RakyatIndonesiaBersuara,"Pengen tau alasan teman-teman yang setuju redenominasi, SETUJU"
2368,2025-11-11T21:09:14Z,@Kia_Junior,"Ini project bagus, jgn di susupi agent2 koruptor !!!"
2369,2025-11-11T21:06:48Z,@dipamahista,optimis koh
