,publisedAt,username,commentDisplay,text_clean,text_caseFolding,text_slangWords,text_tokenizing,text_stopwords,text_final,Sentiment,Sentiment_Label
2483,2025-11-11T16:23:22Z,@andreashandoyo6964,Redenominasi hanyalah ilusi seolah nilai mata uang rupiah nilainya menguat di banding mata uang lain.....hoamsssss....liat aja nanti ad inflasi seolah orang gk sadar....bayangkan klo inflasi 5% dari 10 rupiah???gimana gk keliatan kan ya??tp berasa???ya udah pasti...semua di buat ilusi dan inflasi gue bakal jamin akan terjadi 1 jt% brani potong kepala gue klo inflasi gk terjadi gara2 redenominasi...😂😂😂,Redenominasi hanyalah ilusi seolah nilai mata uang rupiah nilainya menguat di banding mata uang lainhoamsssssliat aja nanti ad inflasi seolah orang gk sadarbayangkan klo inflasi  dari  rupiahgimana gk keliatan kan yatp berasaya udah pastisemua di buat ilusi dan inflasi gue bakal jamin akan terjadi  jt brani potong kepala gue klo inflasi gk terjadi gara redenominasi,redenominasi hanyalah ilusi seolah nilai mata uang rupiah nilainya menguat di banding mata uang lainhoamsssssliat aja nanti ad inflasi seolah orang gk sadarbayangkan klo inflasi  dari  rupiahgimana gk keliatan kan yatp berasaya udah pastisemua di buat ilusi dan inflasi gue bakal jamin akan terjadi  jt brani potong kepala gue klo inflasi gk terjadi gara redenominasi,redenominasi hanyalah ilusi seolah nilai mata uang rupiah nilainya menguat di banding mata uang lainhoamsssssliat aja nanti ad inflasi seolah orang gk sadarbayangkan klo inflasi dari rupiahgimana gk keliatan kan yatp berasaya udah pastisemua di buat ilusi dan inflasi gue bakal jamin akan terjadi jt brani potong kepala gue klo inflasi gk terjadi gara redenominasi,"['redenominasi', 'hanyalah', 'ilusi', 'seolah', 'nilai', 'mata', 'uang', 'rupiah', 'nilainya', 'menguat', 'di', 'banding', 'mata', 'uang', 'lainhoamsssssliat', 'aja', 'nanti', 'ad', 'inflasi', 'seolah', 'orang', 'gk', 'sadarbayangkan', 'klo', 'inflasi', 'dari', 'rupiahgimana', 'gk', 'keliatan', 'kan', 'yatp', 'berasaya', 'udah', 'pastisemua', 'di', 'buat', 'ilusi', 'dan', 'inflasi', 'gue', 'bakal', 'jamin', 'akan', 'terjadi', 'jt', 'brani', 'potong', 'kepala', 'gue', 'klo', 'inflasi', 'gk', 'terjadi', 'gara', 'redenominasi']","['redenominasi', 'ilusi', 'nilai', 'mata', 'uang', 'rupiah', 'nilainya', 'menguat', 'banding', 'mata', 'uang', 'lainhoamsssssliat', 'aja', 'ad', 'inflasi', 'orang', 'sadarbayangkan', 'klo', 'inflasi', 'rupiahgimana', 'keliatan', 'yatp', 'berasaya', 'udah', 'pastisemua', 'ilusi', 'inflasi', 'gue', 'jamin', 'jt', 'brani', 'potong', 'kepala', 'gue', 'klo', 'inflasi', 'gara', 'redenominasi']",redenominasi ilusi nilai mata uang rupiah nilainya menguat banding mata uang lainhoamsssssliat aja ad inflasi orang sadarbayangkan klo inflasi rupiahgimana keliatan yatp berasaya udah pastisemua ilusi inflasi gue jamin jt brani potong kepala gue klo inflasi gara redenominasi,2,Positive
2484,2025-11-11T16:20:53Z,@cocoKumaar,"Bang.. Luh ngomong timing 3x...bahaya kalo timing nya kga tepat, yaelah... Normatif parah bgt luh bang <br>Sebutin aja kapan timingnya, at least menurut luh, subjectivitas luh, kacamata luh duluuu... <br>Ngapain jg SMI kga eksekusi ini, yaa pastinya dia mikir kga pas timingnya, nah skrg PYS mau eksekusi ini, yaa pastiii lah dia mikir ini timing nya, .. Kalo luh bilang, sebaiknya jgn sekarang atau sebaiknya sekarang, yaa tinggal putusin aja pendapat luh.. Gak ada yg salah dan benar, <br>Yg bener itu waktu..",Bang Luh ngomong timing xbahaya kalo timing nya kga tepat yaelah Normatif parah bgt luh bang brSebutin aja kapan timingnya at least menurut luh subjectivitas luh kacamata luh duluuu brNgapain jg SMI kga eksekusi ini yaa pastinya dia mikir kga pas timingnya nah skrg PYS mau eksekusi ini yaa pastiii lah dia mikir ini timing nya  Kalo luh bilang sebaiknya jgn sekarang atau sebaiknya sekarang yaa tinggal putusin aja pendapat luh Gak ada yg salah dan benar brYg bener itu waktu,bang luh ngomong timing xbahaya kalo timing nya kga tepat yaelah normatif parah bgt luh bang brsebutin aja kapan timingnya at least menurut luh subjectivitas luh kacamata luh duluuu brngapain jg smi kga eksekusi ini yaa pastinya dia mikir kga pas timingnya nah skrg pys mau eksekusi ini yaa pastiii lah dia mikir ini timing nya  kalo luh bilang sebaiknya jgn sekarang atau sebaiknya sekarang yaa tinggal putusin aja pendapat luh gak ada yg salah dan benar bryg bener itu waktu,bang luh ngomong timing xbahaya kalau timing nya kga tepat yaelah normatif parah banget luh bang brsebutin aja kapan timingnya at least menurut luh subjectivitas luh kacamata luh duluuu brngapain jg smi kga eksekusi ini yaa pastinya dia mikir kga pas timingnya nah skrg pys mau eksekusi ini yaa pastiii lah dia mikir ini timing nya kalau luh bilang sebaiknya jgn sekarang atau sebaiknya sekarang yaa tinggal putusin aja pendapat luh tidak ada yang salah dan benar bryg bener itu waktu,"['bang', 'luh', 'ngomong', 'timing', 'xbahaya', 'kalau', 'timing', 'nya', 'kga', 'tepat', 'yaelah', 'normatif', 'parah', 'banget', 'luh', 'bang', 'brsebutin', 'aja', 'kapan', 'timingnya', 'at', 'least', 'menurut', 'luh', 'subjectivitas', 'luh', 'kacamata', 'luh', 'duluuu', 'brngapain', 'jg', 'smi', 'kga', 'eksekusi', 'ini', 'yaa', 'pastinya', 'dia', 'mikir', 'kga', 'pas', 'timingnya', 'nah', 'skrg', 'pys', 'mau', 'eksekusi', 'ini', 'yaa', 'pastiii', 'lah', 'dia', 'mikir', 'ini', 'timing', 'nya', 'kalau', 'luh', 'bilang', 'sebaiknya', 'jgn', 'sekarang', 'atau', 'sebaiknya', 'sekarang', 'yaa', 'tinggal', 'putusin', 'aja', 'pendapat', 'luh', 'tidak', 'ada', 'yang', 'salah', 'dan', 'benar', 'bryg', 'bener', 'itu', 'waktu']","['bang', 'luh', 'ngomong', 'timing', 'xbahaya', 'timing', 'kga', 'yaelah', 'normatif', 'parah', 'banget', 'luh', 'bang', 'brsebutin', 'aja', 'timingnya', 'least', 'luh', 'subjectivitas', 'luh', 'kacamata', 'luh', 'duluuu', 'brngapain', 'jg', 'smi', 'kga', 'eksekusi', 'pastinya', 'mikir', 'kga', 'pas', 'timingnya', 'skrg', 'pys', 'eksekusi', 'pastiii', 'mikir', 'timing', 'luh', 'bilang', 'jgn', 'tinggal', 'putusin', 'aja', 'pendapat', 'luh', 'salah', 'bryg', 'bener']",bang luh ngomong timing xbahaya timing kga yaelah normatif parah banget luh bang brsebutin aja timingnya least luh subjectivitas luh kacamata luh duluuu brngapain jg smi kga eksekusi pastinya mikir kga pas timingnya skrg pys eksekusi pastiii mikir timing luh bilang jgn tinggal putusin aja pendapat luh salah bryg bener,0,Negative
2485,2025-11-11T16:20:09Z,@abdurrokhimvvip,"Gila apa apa sih urgensinya Redenominasi? (Serius nanya), udah ga muat jumlah nol nya di uang kertas??? Padahal (dengan redenominasi) ada resiko akan terjadinya Inflasi gila-gilaan (th &#39;66)<br><br>Negara yg memaksakan redenominasi tanpa urgensi nyata seyogyanya sedang bermain simbol bukan memperbaiki substansi",Gila apa apa sih urgensinya Redenominasi Serius nanya udah ga muat jumlah nol nya di uang kertas Padahal dengan redenominasi ada resiko akan terjadinya Inflasi gilagilaan th brbrNegara yg memaksakan redenominasi tanpa urgensi nyata seyogyanya sedang bermain simbol bukan memperbaiki substansi,gila apa apa sih urgensinya redenominasi serius nanya udah ga muat jumlah nol nya di uang kertas padahal dengan redenominasi ada resiko akan terjadinya inflasi gilagilaan th brbrnegara yg memaksakan redenominasi tanpa urgensi nyata seyogyanya sedang bermain simbol bukan memperbaiki substansi,gila apa apa sih urgensinya redenominasi serius nanya udah tidak muat jumlah nol nya di uang kertas padahal dengan redenominasi ada resiko akan terjadinya inflasi gilagilaan th brbrnegara yang memaksakan redenominasi tanpa urgensi nyata seyogyanya sedang bermain simbol bukan memperbaiki substansi,"['gila', 'apa', 'apa', 'sih', 'urgensinya', 'redenominasi', 'serius', 'nanya', 'udah', 'tidak', 'muat', 'jumlah', 'nol', 'nya', 'di', 'uang', 'kertas', 'padahal', 'dengan', 'redenominasi', 'ada', 'resiko', 'akan', 'terjadinya', 'inflasi', 'gilagilaan', 'th', 'brbrnegara', 'yang', 'memaksakan', 'redenominasi', 'tanpa', 'urgensi', 'nyata', 'seyogyanya', 'sedang', 'bermain', 'simbol', 'bukan', 'memperbaiki', 'substansi']","['gila', 'urgensinya', 'redenominasi', 'serius', 'nanya', 'udah', 'muat', 'nol', 'uang', 'kertas', 'redenominasi', 'resiko', 'inflasi', 'gilagilaan', 'th', 'brbrnegara', 'memaksakan', 'redenominasi', 'urgensi', 'nyata', 'seyogyanya', 'bermain', 'simbol', 'memperbaiki', 'substansi']",gila urgensinya redenominasi serius nanya udah muat nol uang kertas redenominasi resiko inflasi gilagilaan th brbrnegara memaksakan redenominasi urgensi nyata seyogyanya bermain simbol memperbaiki substansi,2,Positive
2486,2025-11-11T16:18:36Z,@N4UR4_4W,"Bang Raymondchins makin gendut aja lu bang, jngn sampai obesitas ya bang?",Bang Raymondchins makin gendut aja lu bang jngn sampai obesitas ya bang,bang raymondchins makin gendut aja lu bang jngn sampai obesitas ya bang,bang raymondchins makin gendut aja kamu bang jngn sampai obesitas ya bang,"['bang', 'raymondchins', 'makin', 'gendut', 'aja', 'kamu', 'bang', 'jngn', 'sampai', 'obesitas', 'ya', 'bang']","['bang', 'raymondchins', 'gendut', 'aja', 'bang', 'jngn', 'obesitas', 'bang']",bang raymondchins gendut aja bang jngn obesitas bang,1,Neutral
2487,2025-11-11T16:17:28Z,@gogaming2590,Menurut sya jangn bandingkan dengn 70 tahun lalu harusnya sekrang ini mudah untuk di pahami masyarakat. Dgn adnya sosial media era moderwn sekrang itu udh mendukung. Klwdulu memng susah dimna ekonomi masi dlm pertumbuhan &amp; sosial media belom seperti sekrang. Jadimenurut sya ini monentun nya tepat. Tergntung BI mau ngk ngeluarin it.,Menurut sya jangn bandingkan dengn  tahun lalu harusnya sekrang ini mudah untuk di pahami masyarakat Dgn adnya sosial media era moderwn sekrang itu udh mendukung Klwdulu memng susah dimna ekonomi masi dlm pertumbuhan amp sosial media belom seperti sekrang Jadimenurut sya ini monentun nya tepat Tergntung BI mau ngk ngeluarin it,menurut sya jangn bandingkan dengn  tahun lalu harusnya sekrang ini mudah untuk di pahami masyarakat dgn adnya sosial media era moderwn sekrang itu udh mendukung klwdulu memng susah dimna ekonomi masi dlm pertumbuhan amp sosial media belom seperti sekrang jadimenurut sya ini monentun nya tepat tergntung bi mau ngk ngeluarin it,menurut sya jangn bandingkan dengn tahun lalu harusnya sekrang ini mudah untuk di pahami masyarakat dengan adnya sosial media era moderwn sekrang itu udh mendukung klwdulu memng susah dimna ekonomi masih dlm pertumbuhan amp sosial media belom seperti sekrang jadimenurut sya ini monentun nya tepat tergntung bi mau ngk ngeluarin it,"['menurut', 'sya', 'jangn', 'bandingkan', 'dengn', 'tahun', 'lalu', 'harusnya', 'sekrang', 'ini', 'mudah', 'untuk', 'di', 'pahami', 'masyarakat', 'dengan', 'adnya', 'sosial', 'media', 'era', 'moderwn', 'sekrang', 'itu', 'udh', 'mendukung', 'klwdulu', 'memng', 'susah', 'dimna', 'ekonomi', 'masih', 'dlm', 'pertumbuhan', 'amp', 'sosial', 'media', 'belom', 'seperti', 'sekrang', 'jadimenurut', 'sya', 'ini', 'monentun', 'nya', 'tepat', 'tergntung', 'bi', 'mau', 'ngk', 'ngeluarin', 'it']","['sya', 'jangn', 'bandingkan', 'dengn', 'sekrang', 'mudah', 'pahami', 'masyarakat', 'adnya', 'sosial', 'media', 'era', 'moderwn', 'sekrang', 'udh', 'mendukung', 'klwdulu', 'memng', 'susah', 'dimna', 'ekonomi', 'dlm', 'pertumbuhan', 'amp', 'sosial', 'media', 'belom', 'sekrang', 'jadimenurut', 'sya', 'monentun', 'tergntung', 'bi', 'ngk', 'ngeluarin']",sya jangn bandingkan dengn sekrang mudah pahami masyarakat adnya sosial media era moderwn sekrang udh mendukung klwdulu memng susah dimna ekonomi dlm pertumbuhan amp sosial media belom sekrang jadimenurut sya monentun tergntung bi ngk ngeluarin,2,Positive
2488,2025-11-11T16:16:28Z,@abideenzz,Saya PMI dikorea selatan saya pernah ditanya sama orang thailand kirim won ke idr kok banyak amat nolnya kirim 1jt won dpatnya 11jt rupiah orang thailand terheran2😂,Saya PMI dikorea selatan saya pernah ditanya sama orang thailand kirim won ke idr kok banyak amat nolnya kirim jt won dpatnya jt rupiah orang thailand terheran,saya pmi dikorea selatan saya pernah ditanya sama orang thailand kirim won ke idr kok banyak amat nolnya kirim jt won dpatnya jt rupiah orang thailand terheran,saya pmi dikorea selatan saya pernah ditanya sama orang thailand kirim won ke idr kok banyak amat nolnya kirim jt won dpatnya jt rupiah orang thailand terheran,"['saya', 'pmi', 'dikorea', 'selatan', 'saya', 'pernah', 'ditanya', 'sama', 'orang', 'thailand', 'kirim', 'won', 'ke', 'idr', 'kok', 'banyak', 'amat', 'nolnya', 'kirim', 'jt', 'won', 'dpatnya', 'jt', 'rupiah', 'orang', 'thailand', 'terheran']","['pmi', 'dikorea', 'selatan', 'orang', 'thailand', 'kirim', 'idr', 'nolnya', 'kirim', 'jt', 'dpatnya', 'jt', 'rupiah', 'orang', 'thailand', 'terheran']",pmi dikorea selatan orang thailand kirim idr nolnya kirim jt dpatnya jt rupiah orang thailand terheran,1,Neutral
2489,2025-11-11T16:15:02Z,@baliweddingphotography,"KELIATAN BEGO AH , CHANEL BENNIX JAUH LEBIH BAGUS TERNYATA",KELIATAN BEGO AH  CHANEL BENNIX JAUH LEBIH BAGUS TERNYATA,keliatan bego ah  chanel bennix jauh lebih bagus ternyata,keliatan bego ah chanel bennix jauh lebih bagus ternyata,"['keliatan', 'bego', 'ah', 'chanel', 'bennix', 'jauh', 'lebih', 'bagus', 'ternyata']","['keliatan', 'bego', 'ah', 'chanel', 'bennix', 'bagus']",keliatan bego ah chanel bennix bagus,2,Positive
2490,2025-11-11T16:10:54Z,@Tarmijitarmiji-w8f,"Rakyat tidak usah di takut²in,yg penting sosialisasi kemasyarakat.dan pejabat harus turun ke masyarakat untuk memberi edukasi sebanyak²nya.",Rakyat tidak usah di takut²inyg penting sosialisasi kemasyarakatdan pejabat harus turun ke masyarakat untuk memberi edukasi sebanyak²nya,rakyat tidak usah di takut²inyg penting sosialisasi kemasyarakatdan pejabat harus turun ke masyarakat untuk memberi edukasi sebanyak²nya,rakyat tidak usah di takut²inyg penting sosialisasi kemasyarakatdan pejabat harus turun ke masyarakat untuk memberi edukasi sebanyak²nya,"['rakyat', 'tidak', 'usah', 'di', 'takut²inyg', 'penting', 'sosialisasi', 'kemasyarakatdan', 'pejabat', 'harus', 'turun', 'ke', 'masyarakat', 'untuk', 'memberi', 'edukasi', 'sebanyak²nya']","['rakyat', 'takut²inyg', 'sosialisasi', 'kemasyarakatdan', 'pejabat', 'turun', 'masyarakat', 'edukasi', 'sebanyak²nya']",rakyat takut²inyg sosialisasi kemasyarakatdan pejabat turun masyarakat edukasi sebanyak²nya,2,Positive
2491,2025-11-11T16:10:19Z,@cristianosigalinggingsigal5035,"jangan redenominasi  bisa bisa ancur ini negara, harusnya ini para pejabat dan masyarakat  mikir gimana untuk memperkuat nilai tukar rupiah ,<br>Contoh:cintai produk indonesia ,<br>1. wisata di indonesia aja <br>2.gunakan produk Indonesia <br>3.jangan perbanyak impor ,dll<br><br>Nb.masyarakat panen  cabe ,tomat dan bahan pangan lainnya (ehh tiba tiba pemerintah impor bahan makanan untuk menekan harga )",jangan redenominasi  bisa bisa ancur ini negara harusnya ini para pejabat dan masyarakat  mikir gimana untuk memperkuat nilai tukar rupiah brContohcintai produk indonesia br wisata di indonesia aja brgunakan produk Indonesia brjangan perbanyak impor dllbrbrNbmasyarakat panen  cabe tomat dan bahan pangan lainnya ehh tiba tiba pemerintah impor bahan makanan untuk menekan harga,jangan redenominasi  bisa bisa ancur ini negara harusnya ini para pejabat dan masyarakat  mikir gimana untuk memperkuat nilai tukar rupiah brcontohcintai produk indonesia br wisata di indonesia aja brgunakan produk indonesia brjangan perbanyak impor dllbrbrnbmasyarakat panen  cabe tomat dan bahan pangan lainnya ehh tiba tiba pemerintah impor bahan makanan untuk menekan harga,jangan redenominasi bisa bisa hancur ini negara harusnya ini para pejabat dan masyarakat mikir gimana untuk memperkuat nilai tukar rupiah brcontohcintai produk indonesia br wisata di indonesia aja brgunakan produk indonesia brjangan perbanyak impor dllbrbrnbmasyarakat panen cabe tomat dan bahan pangan lainnya ehh tiba tiba pemerintah impor bahan makanan untuk menekan harga,"['jangan', 'redenominasi', 'bisa', 'bisa', 'hancur', 'ini', 'negara', 'harusnya', 'ini', 'para', 'pejabat', 'dan', 'masyarakat', 'mikir', 'gimana', 'untuk', 'memperkuat', 'nilai', 'tukar', 'rupiah', 'brcontohcintai', 'produk', 'indonesia', 'br', 'wisata', 'di', 'indonesia', 'aja', 'brgunakan', 'produk', 'indonesia', 'brjangan', 'perbanyak', 'impor', 'dllbrbrnbmasyarakat', 'panen', 'cabe', 'tomat', 'dan', 'bahan', 'pangan', 'lainnya', 'ehh', 'tiba', 'tiba', 'pemerintah', 'impor', 'bahan', 'makanan', 'untuk', 'menekan', 'harga']","['redenominasi', 'hancur', 'negara', 'pejabat', 'masyarakat', 'mikir', 'gimana', 'memperkuat', 'nilai', 'tukar', 'rupiah', 'brcontohcintai', 'produk', 'indonesia', 'br', 'wisata', 'indonesia', 'aja', 'brgunakan', 'produk', 'indonesia', 'brjangan', 'perbanyak', 'impor', 'dllbrbrnbmasyarakat', 'panen', 'cabe', 'tomat', 'bahan', 'pangan', 'ehh', 'pemerintah', 'impor', 'bahan', 'makanan', 'menekan', 'harga']",redenominasi hancur negara pejabat masyarakat mikir gimana memperkuat nilai tukar rupiah brcontohcintai produk indonesia br wisata indonesia aja brgunakan produk indonesia brjangan perbanyak impor dllbrbrnbmasyarakat panen cabe tomat bahan pangan ehh pemerintah impor bahan makanan menekan harga,0,Negative
2492,2025-11-11T16:04:50Z,@SriMulmul-eo1rv,"Menurut saya ya..!!!<br>Semoga pemerintah mengeluarkan uang contoh= 1000 Rp dengan tulisan 1k Rp untuk tahun pertama lalu Tahun ke 3, huruf &quot;K&quot;nya di APUS ( masuk redenominasi)",Menurut saya yabrSemoga pemerintah mengeluarkan uang contoh  Rp dengan tulisan k Rp untuk tahun pertama lalu Tahun ke  huruf quotKquotnya di APUS  masuk redenominasi,menurut saya yabrsemoga pemerintah mengeluarkan uang contoh  rp dengan tulisan k rp untuk tahun pertama lalu tahun ke  huruf quotkquotnya di apus  masuk redenominasi,menurut saya yabrsemoga pemerintah mengeluarkan uang contoh rp dengan tulisan k rp untuk tahun pertama lalu tahun ke huruf quotkquotnya di apus masuk redenominasi,"['menurut', 'saya', 'yabrsemoga', 'pemerintah', 'mengeluarkan', 'uang', 'contoh', 'rp', 'dengan', 'tulisan', 'k', 'rp', 'untuk', 'tahun', 'pertama', 'lalu', 'tahun', 'ke', 'huruf', 'quotkquotnya', 'di', 'apus', 'masuk', 'redenominasi']","['yabrsemoga', 'pemerintah', 'mengeluarkan', 'uang', 'contoh', 'rp', 'tulisan', 'k', 'rp', 'huruf', 'quotkquotnya', 'apus', 'masuk', 'redenominasi']",yabrsemoga pemerintah mengeluarkan uang contoh rp tulisan k rp huruf quotkquotnya apus masuk redenominasi,2,Positive
2493,2025-11-11T16:01:39Z,@ajjonathanong,Koq analogi nya raymond agak aneh ya,Koq analogi nya raymond agak aneh ya,koq analogi nya raymond agak aneh ya,koq analogi nya raymond agak aneh ya,"['koq', 'analogi', 'nya', 'raymond', 'agak', 'aneh', 'ya']","['koq', 'analogi', 'raymond', 'aneh']",koq analogi raymond aneh,0,Negative
2494,2025-11-11T16:01:16Z,@Terlihatsimpel,Sangat setuju sih bang emang pak Purbaya sangat mantap🎉,Sangat setuju sih bang emang pak Purbaya sangat mantap,sangat setuju sih bang emang pak purbaya sangat mantap,sangat setuju sih bang emang pak purbaya sangat mantap,"['sangat', 'setuju', 'sih', 'bang', 'emang', 'pak', 'purbaya', 'sangat', 'mantap']","['setuju', 'bang', 'emang', 'purbaya', 'mantap']",setuju bang emang purbaya mantap,2,Positive
2495,2025-11-11T16:00:36Z,@rion6384,gw jadi ingat temen gw mau isi pulsa 100k malah jadi isi pulsa sejuta wkwkwk,gw jadi ingat temen gw mau isi pulsa k malah jadi isi pulsa sejuta wkwkwk,gw jadi ingat temen gw mau isi pulsa k malah jadi isi pulsa sejuta wkwkwk,saya jadi ingat temen saya mau isi pulsa k malah jadi isi pulsa sejuta wkwkwk,"['saya', 'jadi', 'ingat', 'temen', 'saya', 'mau', 'isi', 'pulsa', 'k', 'malah', 'jadi', 'isi', 'pulsa', 'sejuta', 'wkwkwk']","['temen', 'isi', 'pulsa', 'k', 'isi', 'pulsa', 'sejuta', 'wkwkwk']",temen isi pulsa k isi pulsa sejuta wkwkwk,1,Neutral
2496,2025-11-11T15:58:15Z,@BastianBast,"1.500,-<br>1 rupiah 5 sen",br rupiah  sen,br rupiah  sen,br rupiah sen,"['br', 'rupiah', 'sen']","['br', 'rupiah', 'sen']",br rupiah sen,1,Neutral
2497,2025-11-11T15:57:57Z,@nayya0.0,Bismillah semoga lancar,Bismillah semoga lancar,bismillah semoga lancar,bismillah semoga lancar,"['bismillah', 'semoga', 'lancar']","['bismillah', 'semoga', 'lancar']",bismillah semoga lancar,2,Positive
2498,2025-11-11T15:55:47Z,@saifulfaizin7799,"Tapi untuk transaksi cashless tidak bisa menggunakan 0,sekian untuk harga yg buntutnya ratusan. Seperti 2.300 menjadi 2,3 lewat cashless qris maupun transfer. Ini perlu dikaji lagi",Tapi untuk transaksi cashless tidak bisa menggunakan sekian untuk harga yg buntutnya ratusan Seperti  menjadi  lewat cashless qris maupun transfer Ini perlu dikaji lagi,tapi untuk transaksi cashless tidak bisa menggunakan sekian untuk harga yg buntutnya ratusan seperti  menjadi  lewat cashless qris maupun transfer ini perlu dikaji lagi,tapi untuk transaksi cashless tidak bisa menggunakan sekian untuk harga yang buntutnya ratusan seperti menjadi lewat cashless qris maupun transfer ini perlu dikaji lagi,"['tapi', 'untuk', 'transaksi', 'cashless', 'tidak', 'bisa', 'menggunakan', 'sekian', 'untuk', 'harga', 'yang', 'buntutnya', 'ratusan', 'seperti', 'menjadi', 'lewat', 'cashless', 'qris', 'maupun', 'transfer', 'ini', 'perlu', 'dikaji', 'lagi']","['transaksi', 'cashless', 'sekian', 'harga', 'buntutnya', 'ratusan', 'cashless', 'qris', 'transfer', 'dikaji']",transaksi cashless sekian harga buntutnya ratusan cashless qris transfer dikaji,1,Neutral
2499,2025-11-11T15:54:48Z,@hs-salahudinsyah8285,"Zaman indonesia dulu itu bukan redenominasi tetapi sanering..<br>Selama inflasi kita terkendali apalagi indonesia inflasi rate nya masih dibawah 10%,, tepat nya 2, xx % saja,, artinya masih tepat lah buat redenominasi..<br>Lihat lah negara2 yg berhasil melakukan redenominasi adalah negara yg inflasi nya masih terkontrol,,<br>Indonesia masih terkontrol dan saya pikir saat nya lah indonesia melakukan redenominasi..<br>Saya tetap dukung Pak Purbaya",Zaman indonesia dulu itu bukan redenominasi tetapi saneringbrSelama inflasi kita terkendali apalagi indonesia inflasi rate nya masih dibawah  tepat nya  xx  saja artinya masih tepat lah buat redenominasibrLihat lah negara yg berhasil melakukan redenominasi adalah negara yg inflasi nya masih terkontrolbrIndonesia masih terkontrol dan saya pikir saat nya lah indonesia melakukan redenominasibrSaya tetap dukung Pak Purbaya,zaman indonesia dulu itu bukan redenominasi tetapi saneringbrselama inflasi kita terkendali apalagi indonesia inflasi rate nya masih dibawah  tepat nya  xx  saja artinya masih tepat lah buat redenominasibrlihat lah negara yg berhasil melakukan redenominasi adalah negara yg inflasi nya masih terkontrolbrindonesia masih terkontrol dan saya pikir saat nya lah indonesia melakukan redenominasibrsaya tetap dukung pak purbaya,zaman indonesia dulu itu bukan redenominasi tetapi saneringbrselama inflasi kita terkendali apalagi indonesia inflasi rate nya masih dibawah tepat nya xx saja artinya masih tepat lah buat redenominasibrlihat lah negara yang berhasil melakukan redenominasi adalah negara yang inflasi nya masih terkontrolbrindonesia masih terkontrol dan saya pikir saat nya lah indonesia melakukan redenominasibrsaya tetap dukung pak purbaya,"['zaman', 'indonesia', 'dulu', 'itu', 'bukan', 'redenominasi', 'tetapi', 'saneringbrselama', 'inflasi', 'kita', 'terkendali', 'apalagi', 'indonesia', 'inflasi', 'rate', 'nya', 'masih', 'dibawah', 'tepat', 'nya', 'xx', 'saja', 'artinya', 'masih', 'tepat', 'lah', 'buat', 'redenominasibrlihat', 'lah', 'negara', 'yang', 'berhasil', 'melakukan', 'redenominasi', 'adalah', 'negara', 'yang', 'inflasi', 'nya', 'masih', 'terkontrolbrindonesia', 'masih', 'terkontrol', 'dan', 'saya', 'pikir', 'saat', 'nya', 'lah', 'indonesia', 'melakukan', 'redenominasibrsaya', 'tetap', 'dukung', 'pak', 'purbaya']","['zaman', 'indonesia', 'redenominasi', 'saneringbrselama', 'inflasi', 'terkendali', 'indonesia', 'inflasi', 'rate', 'dibawah', 'xx', 'redenominasibrlihat', 'negara', 'berhasil', 'redenominasi', 'negara', 'inflasi', 'terkontrolbrindonesia', 'terkontrol', 'pikir', 'indonesia', 'redenominasibrsaya', 'dukung', 'purbaya']",zaman indonesia redenominasi saneringbrselama inflasi terkendali indonesia inflasi rate dibawah xx redenominasibrlihat negara berhasil redenominasi negara inflasi terkontrolbrindonesia terkontrol pikir indonesia redenominasibrsaya dukung purbaya,2,Positive
